"ID","Continent","LocX","LocY","LocZ","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask"
"1049","530","1955","6768","164","Blade's Edge, Sylvanaar GY","Blade's Edge, Sylvanaar GY","Les Tranchantes, Sylvanaar CI","Schergrat, Sylvanaar FH","","","Arena Filospada, CE Sylvanaar","Arena Filospada, CE Sylvanaar","Острогорье, кладбище Сильванаара","","","","","","","","16712190"
"1050","530","2218","6017","135","Blade's Edge, Thunderlord GY","Blade's Edge, Thunderlord GY","Les Tranchantes, Sire-tonnerre CI","Schergrat, Donnerfeste FH","","","Arena Filospada, CE Aldea Señor del Trueno","Arena Filospada, CE Aldea Señor del Trueno","Острогорье, Кладбище Громоборцев","","","","","","","","16712190"
"1051","530","-3942","3686","286","Terokkar Forest, Skettis GY","Terokkar Forest, Skettis GY","Forêt de Terokkar, CI de Skettis","Wälder von Terokkar, Skettis FH","","","Bosque de Terokkar, CE Skettis","Bosque de Terokkar, CE Skettis","Лес Тероккар, Кладбище Скеттиса","","","","","","","","16712190"
"1052","530","-2652","1484","23","Shadowmoon, Corpse Location 005","Shadowmoon, Corpse Location 005","Ombrelune, emplacement cadavre 005","Schattenmond, Leichenfundort 005","","","Sombraluna, ubicación de cadáver 005","Sombraluna, ubicación de cadáver 005","Призрачная Луна, местонахождение тела 005","","","","","","","","16712190"
"1053","530","-2477","1386","47","Shadowmoon, Corpse Location 006","Shadowmoon, Corpse Location 006","Ombrelune, emplacement cadavre 006","Schattenmond, Leichenfundort 006","","","Sombraluna, ubicación de cadáver 006","Sombraluna, ubicación de cadáver 006","Призрачная Луна, местонахождение тела 006","","","","","","","","16712190"
"1054","530","-2459","1277","33","Shadowmoon, Corpse Location 007","Shadowmoon, Corpse Location 007","Ombrelune, emplacement cadavre 007","Schattenmond, Leichenfundort 007","","","Sombraluna, ubicación de cadáver 007","Sombraluna, ubicación de cadáver 007","Призрачная Луна, местонахождение тела 007","","","","","","","","16712190"
"1055","530","-2464","1074","33","Shadowmoon, Corpse Location 008","Shadowmoon, Corpse Location 008","Ombrelune, emplacement cadavre 008","Schattenmond, Leichenfundort 008","","","Sombraluna, ubicación de cadáver 008","Sombraluna, ubicación de cadáver 008","Призрачная Луна, местонахождение тела 008","","","","","","","","16712190"
"1056","530","-2597","1040","40","Shadowmoon, Corpse Location 009","Shadowmoon, Corpse Location 009","Ombrelune, emplacement cadavre 009","Schattenmond, Leichenfundort 009","","","Sombraluna, ubicación de cadáver 009","Sombraluna, ubicación de cadáver 009","Призрачная Луна, местонахождение тела 009","","","","","","","","16712190"
"1057","530","-2753","966","-3","Shadowmoon, Corpse Location 010","Shadowmoon, Corpse Location 010","Ombrelune, emplacement cadavre 010","Schattenmond, Leichenfundort 010","","","Sombraluna, ubicación de cadáver 010","Sombraluna, ubicación de cadáver 010","Призрачная Луна, местонахождение тела 010","","","","","","","","16712190"
"1058","530","-2721","711","-21","Shadowmoon, Corpse Location 011","Shadowmoon, Corpse Location 011","Ombrelune, emplacement cadavre 011","Schattenmond, Leichenfundort 011","","","Sombraluna, ubicación de cadáver 011","Sombraluna, ubicación de cadáver 011","Призрачная Луна, местонахождение тела 011","","","","","","","","16712190"
"1059","530","-2752","509","-25","Shadowmoon, Corpse Location 012","Shadowmoon, Corpse Location 012","Ombrelune, emplacement cadavre 012","Schattenmond, Leichenfundort 012","","","Sombraluna, ubicación de cadáver 012","Sombraluna, ubicación de cadáver 012","Призрачная Луна, местонахождение тела 012","","","","","","","","16712190"
"1060","530","-3004","482","-15","Shadowmoon, Corpse Location 013","Shadowmoon, Corpse Location 013","Ombrelune, emplacement cadavre 013","Schattenmond, Leichenfundort 013","","","Sombraluna, ubicación de cadáver 013","Sombraluna, ubicación de cadáver 013","Призрачная Луна, местонахождение тела 013","","","","","","","","16712190"
"1061","530","-2997","207","3","Shadowmoon, Corpse Location 014","Shadowmoon, Corpse Location 014","Ombrelune, emplacement cadavre 014","Schattenmond, Leichenfundort 014","","","Sombraluna, ubicación de cadáver 014","Sombraluna, ubicación de cadáver 014","Призрачная Луна, местонахождение тела 014","","","","","","","","16712190"
"1062","530","-4084","120","63","Shadowmoon, Corpse Location 015","Shadowmoon, Corpse Location 015","Ombrelune, emplacement cadavre 015","Schattenmond, Leichenfundort 015","","","Sombraluna, ubicación de cadáver 015","Sombraluna, ubicación de cadáver 015","Призрачная Луна, местонахождение тела 015","","","","","","","","16712190"
"1063","530","-4231","58","7","Shadowmoon, Corpse Location 016","Shadowmoon, Corpse Location 016","Ombrelune, emplacement cadavre 016","Schattenmond, Leichenfundort 016","","","Sombraluna, ubicación de cadáver 016","Sombraluna, ubicación de cadáver 016","Призрачная Луна, местонахождение тела 016","","","","","","","","16712190"
"1064","530","-4445","224","93","Shadowmoon, Corpse Location 017","Shadowmoon, Corpse Location 017","Ombrelune, emplacement cadavre 017","Schattenmond, Leichenfundort 017","","","Sombraluna, ubicación de cadáver 017","Sombraluna, ubicación de cadáver 017","Призрачная Луна, местонахождение тела 017","","","","","","","","16712190"
"1065","530","-4507","553","124","Shadowmoon, Corpse Location 018","Shadowmoon, Corpse Location 018","Ombrelune, emplacement cadavre 018","Schattenmond, Leichenfundort 018","","","Sombraluna, ubicación de cadáver 018","Sombraluna, ubicación de cadáver 018","Призрачная Луна, местонахождение тела 018","","","","","","","","16712190"
"1066","530","-4445","863","6","Shadowmoon, Corpse Location 019","Shadowmoon, Corpse Location 019","Ombrelune, emplacement cadavre 019","Schattenmond, Leichenfundort 019","","","Sombraluna, ubicación de cadáver 019","Sombraluna, ubicación de cadáver 019","Призрачная Луна, местонахождение тела 019","","","","","","","","16712190"
"1067","530","-4791","1082","-8","Shadowmoon, Corpse Location 020","Shadowmoon, Corpse Location 020","Ombrelune, emplacement cadavre 020","Schattenmond, Leichenfundort 020","","","Sombraluna, ubicación de cadáver 020","Sombraluna, ubicación de cadáver 020","Призрачная Луна, местонахождение тела 020","","","","","","","","16712190"
"1068","530","-4618","1850","153","Shadowmoon, Corpse Location 021","Shadowmoon, Corpse Location 021","Ombrelune, emplacement cadavre 021","Schattenmond, Leichenfundort 021","","","Sombraluna, ubicación de cadáver 021","Sombraluna, ubicación de cadáver 021","Призрачная Луна, местонахождение тела 021","","","","","","","","16712190"
"1069","530","-4568","2023","90","Shadowmoon, Corpse Location 022","Shadowmoon, Corpse Location 022","Ombrelune, emplacement cadavre 022","Schattenmond, Leichenfundort 022","","","Sombraluna, ubicación de cadáver 022","Sombraluna, ubicación de cadáver 022","Призрачная Луна, местонахождение тела 022","","","","","","","","16712190"
"1070","530","-4541","2281","17","Shadowmoon, Corpse Location 023","Shadowmoon, Corpse Location 023","Ombrelune, emplacement cadavre 023","Schattenmond, Leichenfundort 023","","","Sombraluna, ubicación de cadáver 023","Sombraluna, ubicación de cadáver 023","Призрачная Луна, местонахождение тела 023","","","","","","","","16712190"
"1071","530","-4408","2328","31","Shadowmoon, Corpse Location 024","Shadowmoon, Corpse Location 024","Ombrelune, emplacement cadavre 024","Schattenmond, Leichenfundort 024","","","Sombraluna, ubicación de cadáver 024","Sombraluna, ubicación de cadáver 024","Призрачная Луна, местонахождение тела 024","","","","","","","","16712190"
"1072","530","1933","7389","364","Blade's Edge, Corpse Location 000","Blade's Edge, Corpse Location 000","Tranchantes, emplacement cadavre 000","Schergrat, Leichenfundort 000","","","Filospada, ubicación de cadáver 000","Filospada, ubicación de cadáver 000","Острогорье, местонахождение тела 000","","","","","","","","16712190"
"1073","530","2356","7345","363","Blade's Edge, Corpse Location 001","Blade's Edge, Corpse Location 001","Tranchantes, emplacement cadavre 001","Schergrat, Leichenfundort 001","","","Filospada, ubicación de cadáver 001","Filospada, ubicación de cadáver 001","Острогорье, местонахождение тела 001","","","","","","","","16712190"
"1074","530","2818","7269","364","Blade's Edge, Corpse Location 002","Blade's Edge, Corpse Location 002","Tranchantes, emplacement cadavre 002","Schergrat, Leichenfundort 002","","","Filospada, ubicación de cadáver 002","Filospada, ubicación de cadáver 002","Острогорье, местонахождение тела 002","","","","","","","","16712190"
"1075","530","3199","7264","146","Blade's Edge, Corpse Location 003","Blade's Edge, Corpse Location 003","Tranchantes, emplacement cadavre 003","Schergrat, Leichenfundort 003","","","Filospada, ubicación de cadáver 003","Filospada, ubicación de cadáver 003","Острогорье, местонахождение тела 003","","","","","","","","16712190"
"1076","530","3432","7312","138","Blade's Edge, Corpse Location 004","Blade's Edge, Corpse Location 004","Tranchantes, emplacement cadavre 004","Schergrat, Leichenfundort 004","","","Filospada, ubicación de cadáver 004","Filospada, ubicación de cadáver 004","Острогорье, местонахождение тела 004","","","","","","","","16712190"
"1077","530","3753","7118","141","Blade's Edge, Corpse Location 005","Blade's Edge, Corpse Location 005","Tranchantes, emplacement cadavre 005","Schergrat, Leichenfundort 005","","","Filospada, ubicación de cadáver 005","Filospada, ubicación de cadáver 005","Острогорье, местонахождение тела 005","","","","","","","","16712190"
"1078","530","3797","6900","142","Blade's Edge, Corpse Location 006","Blade's Edge, Corpse Location 006","Tranchantes, emplacement cadavre 006","Schergrat, Leichenfundort 006","","","Filospada, ubicación de cadáver 006","Filospada, ubicación de cadáver 006","Острогорье, местонахождение тела 006","","","","","","","","16712190"
"1079","530","3839","6586","135","Blade's Edge, Corpse Location 007","Blade's Edge, Corpse Location 007","Tranchantes, emplacement cadavre 007","Schergrat, Leichenfundort 007","","","Filospada, ubicación de cadáver 007","Filospada, ubicación de cadáver 007","Острогорье, местонахождение тела 007","","","","","","","","16712190"
"1080","530","3482","6487","134","Blade's Edge, Corpse Location 008","Blade's Edge, Corpse Location 008","Tranchantes, emplacement cadavre 008","Schergrat, Leichenfundort 008","","","Filospada, ubicación de cadáver 008","Filospada, ubicación de cadáver 008","Острогорье, местонахождение тела 008","","","","","","","","16712190"
"1081","530","3656","6208","272","Blade's Edge, Corpse Location 009","Blade's Edge, Corpse Location 009","Tranchantes, emplacement cadavre 009","Schergrat, Leichenfundort 009","","","Filospada, ubicación de cadáver 009","Filospada, ubicación de cadáver 009","Острогорье, местонахождение тела 009","","","","","","","","16712190"
"1082","530","3995","6092","262","Blade's Edge, Corpse Location 010","Blade's Edge, Corpse Location 010","Tranchantes, emplacement cadavre 010","Schergrat, Leichenfundort 010","","","Filospada, ubicación de cadáver 010","Filospada, ubicación de cadáver 010","Острогорье, местонахождение тела 010","","","","","","","","16712190"
"1083","530","4095","5811","259","Blade's Edge, Corpse Location 011","Blade's Edge, Corpse Location 011","Tranchantes, emplacement cadavre 011","Schergrat, Leichenfundort 011","","","Filospada, ubicación de cadáver 011","Filospada, ubicación de cadáver 011","Острогорье, местонахождение тела 011","","","","","","","","16712190"
"1084","530","4153","5508","272","Blade's Edge, Corpse Location 012","Blade's Edge, Corpse Location 012","Tranchantes, emplacement cadavre 012","Schergrat, Leichenfundort 012","","","Filospada, ubicación de cadáver 012","Filospada, ubicación de cadáver 012","Острогорье, местонахождение тела 012","","","","","","","","16712190"
